date,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Load_Type,Usage_kWh
2/1/2018 7:30,4.57,0,0,80.95,100,27000,Weekday,Light_Load,6.3
2/1/2018 7:45,4.79,0,0,78.4,100,27900,Weekday,Light_Load,6.05
2/1/2018 8:00,4.54,0,0,82.9,100,28800,Weekday,Light_Load,6.73
2/1/2018 8:15,18.83,0.07,0,83.89,100,29700,Weekday,Light_Load,29.02
2/1/2018 8:30,28.66,0,0,84.97,100,30600,Weekday,Light_Load,46.19
2/1/2018 8:45,35.32,0,0,82.75,100,31500,Weekday,Light_Load,52.06
2/1/2018 9:00,12.53,0.11,0,97.6,100,32400,Weekday,Light_Load,56.2
2/1/2018 9:15,8.32,0,0,98.95,100,33300,Weekday,Medium_Load,56.84
2/1/2018 9:30,4.54,0.94,0,99.61,99.98,34200,Weekday,Medium_Load,51.26
2/1/2018 9:45,2.34,1.15,0,99.88,99.97,35100,Weekday,Medium_Load,48.13
2/1/2018 10:00,7.06,0.54,0,99.12,99.99,36000,Weekday,Medium_Load,52.81
2/1/2018 10:15,7.52,0.14,0,99.07,100,36900,Weekday,Maximum_Load,54.79
2/1/2018 10:30,8.35,0.11,0,98.79,100,37800,Weekday,Maximum_Load,53.21
2/1/2018 10:45,32.4,0,0,92.72,100,38700,Weekday,Maximum_Load,80.21
2/1/2018 11:00,25.49,0,0,95,100,39600,Weekday,Maximum_Load,77.58
2/1/2018 11:15,70.85,0,0,87.57,100,40500,Weekday,Maximum_Load,128.52
2/1/2018 11:30,78.48,0,0,87.87,100,41400,Weekday,Maximum_Load,144.47
2/1/2018 11:45,54.29,0,0,85.84,100,42300,Weekday,Maximum_Load,90.86
2/1/2018 12:00,66.06,0,0,88.15,100,43200,Weekday,Maximum_Load,123.3
2/1/2018 12:15,5.54,18.9,0,96.09,71.3,44100,Weekday,Medium_Load,19.22
2/1/2018 12:30,0,25.92,0,100,31.03,45000,Weekday,Medium_Load,8.46
2/1/2018 12:45,0,25.34,0,100,30.92,45900,Weekday,Medium_Load,8.24
2/1/2018 13:00,0,25.49,0,100,30.05,46800,Weekday,Medium_Load,8.03
2/1/2018 13:15,27.29,6.52,0,94.6,99.67,47700,Weekday,Medium_Load,79.67
2/1/2018 13:30,46.8,0,0,90.21,100,48600,Weekday,Medium_Load,97.85
2/1/2018 13:45,49.79,0,0,92.85,100,49500,Weekday,Medium_Load,124.45
2/1/2018 14:00,43.34,0,0,92.88,100,50400,Weekday,Medium_Load,108.61
2/1/2018 14:15,55.26,0,0,91.23,100,51300,Weekday,Medium_Load,123.12
2/1/2018 14:30,53.5,0,0,92.38,100,52200,Weekday,Medium_Load,129.1
2/1/2018 14:45,27.58,0,0,94.79,100,53100,Weekday,Medium_Load,82.08
2/1/2018 15:00,60.91,0,0,92.09,100,54000,Weekday,Medium_Load,143.89
2/1/2018 15:15,34.27,0,0,93.03,100,54900,Weekday,Medium_Load,86.9
2/1/2018 15:30,62.57,0,0,91.45,100,55800,Weekday,Medium_Load,141.44
2/1/2018 15:45,52.88,0,0,91.06,100,56700,Weekday,Medium_Load,116.53
2/1/2018 16:00,61.16,0,0,90.4,100,57600,Weekday,Medium_Load,129.31
2/1/2018 16:15,56.77,0,0,92.33,100,58500,Weekday,Medium_Load,136.44
2/1/2018 16:30,34.85,0,0,92.64,100,59400,Weekday,Medium_Load,85.72
2/1/2018 16:45,65.27,0,0,91.44,100,60300,Weekday,Medium_Load,147.46
2/1/2018 17:00,30.78,0,0,94.27,100,61200,Weekday,Medium_Load,86.94
2/1/2018 17:15,25.81,0,0,93.36,100,62100,Weekday,Maximum_Load,67.25
2/1/2018 17:30,50.04,0,0,91.79,100,63000,Weekday,Maximum_Load,115.78
2/1/2018 17:45,34.63,0,0,95.62,100,63900,Weekday,Maximum_Load,113.11
2/1/2018 18:00,11.74,1.04,0,98.85,99.99,64800,Weekday,Maximum_Load,76.75
2/1/2018 18:15,15.23,0.14,0,93.98,100,65700,Weekday,Maximum_Load,41.9
2/1/2018 18:30,19.94,0,0,88.24,100,66600,Weekday,Maximum_Load,37.4
2/1/2018 18:45,8.82,0.5,0,97.68,99.99,67500,Weekday,Maximum_Load,40.25
2/1/2018 19:00,1.98,1.58,0,99.84,99.9,68400,Weekday,Maximum_Load,34.92
2/1/2018 19:15,6.44,0.43,0,98.81,99.99,69300,Weekday,Maximum_Load,41.36
2/1/2018 19:30,2.52,1.37,0,99.76,99.93,70200,Weekday,Maximum_Load,35.96
2/1/2018 19:45,5.29,0.47,0,99.11,99.99,71100,Weekday,Maximum_Load,39.42
2/1/2018 20:00,4.68,0.5,0,99.26,99.99,72000,Weekday,Maximum_Load,38.16
2/1/2018 20:15,1.51,3.96,0,99.9,99.3,72900,Weekday,Medium_Load,33.23
2/1/2018 20:30,0,12.13,0,100,90.55,73800,Weekday,Medium_Load,25.88
2/1/2018 20:45,0,23.22,0,100,42.3,74700,Weekday,Medium_Load,10.84
2/1/2018 21:00,0,23.51,0,100,36.75,75600,Weekday,Medium_Load,9.29
2/1/2018 21:15,0,25.16,0,100,26.73,76500,Weekday,Medium_Load,6.98
2/1/2018 21:30,0,26.5,0,100,18.93,77400,Weekday,Medium_Load,5.11
2/1/2018 21:45,0,26.42,0,100,18.88,78300,Weekday,Medium_Load,5.08
2/1/2018 22:00,0,26.46,0,100,18.71,79200,Weekday,Medium_Load,5.04
2/1/2018 22:15,1.84,15.44,0,93.69,30.42,80100,Weekday,Maximum_Load,4.93
2/1/2018 22:30,5.22,0,0,66.44,100,81000,Weekday,Maximum_Load,4.64
2/1/2018 22:45,5.18,0,0,67.04,100,81900,Weekday,Maximum_Load,4.68
2/1/2018 23:00,5.11,0,0,67.54,100,82800,Weekday,Maximum_Load,4.68
2/1/2018 23:15,4.54,0,0,70.94,100,83700,Weekday,Light_Load,4.57
2/1/2018 23:30,4.25,0,0,73.23,100,84600,Weekday,Light_Load,4.57
2/1/2018 23:45,4.25,0,0,73,100,85500,Weekday,Light_Load,4.54
2/1/2018 0:00,4.21,0,0,73.84,100,0,Weekday,Light_Load,4.61
3/1/2018 0:15,4.61,0,0,70.71,100,900,Weekday,Light_Load,4.61
3/1/2018 0:30,4.54,0,0,71.25,100,1800,Weekday,Light_Load,4.61
3/1/2018 0:45,4.5,0,0,71.25,100,2700,Weekday,Light_Load,4.57
3/1/2018 1:00,4.61,0,0,70.4,100,3600,Weekday,Light_Load,4.57
3/1/2018 1:15,4.46,0,0,72.1,100,4500,Weekday,Light_Load,4.64
3/1/2018 1:30,4.57,0,0,71.25,100,5400,Weekday,Light_Load,4.64
3/1/2018 1:45,4.79,0,0,69.34,100,6300,Weekday,Light_Load,4.61
3/1/2018 2:00,4.5,0,0,71.25,100,7200,Weekday,Light_Load,4.57
3/1/2018 2:15,4.39,0,0,72.42,100,8100,Weekday,Light_Load,4.61
3/1/2018 2:30,4.75,0,0,69.88,100,9000,Weekday,Light_Load,4.64
3/1/2018 2:45,4.75,0,0,69.88,100,9900,Weekday,Light_Load,4.64
3/1/2018 3:00,4.75,0,0,69.33,100,10800,Weekday,Light_Load,4.57
3/1/2018 3:15,5.11,0,0,67.22,100,11700,Weekday,Light_Load,4.64
3/1/2018 3:30,4.72,0,0,70.1,100,12600,Weekday,Light_Load,4.64
3/1/2018 3:45,4.68,0,0,70.71,100,13500,Weekday,Light_Load,4.68
3/1/2018 4:00,4.46,0,0,71.57,100,14400,Weekday,Light_Load,4.57
3/1/2018 4:15,4.32,0,0,72.44,100,15300,Weekday,Light_Load,4.54
3/1/2018 4:30,4.46,0,0,71.87,100,16200,Weekday,Light_Load,4.61
3/1/2018 4:45,4.32,0,0,72.67,100,17100,Weekday,Light_Load,4.57
3/1/2018 5:00,4.32,0,0,72.97,100,18000,Weekday,Light_Load,4.61
3/1/2018 5:15,4.14,0,0,73.89,100,18900,Weekday,Light_Load,4.54
3/1/2018 5:30,4.21,0,0,73.55,100,19800,Weekday,Light_Load,4.57
3/1/2018 5:45,4.43,0,0,71.8,100,20700,Weekday,Light_Load,4.57
3/1/2018 6:00,4.5,0,0,71.25,100,21600,Weekday,Light_Load,4.57
3/1/2018 6:15,4.61,0,0,70.94,100,22500,Weekday,Light_Load,4.64
3/1/2018 6:30,4.36,0,0,72.35,100,23400,Weekday,Light_Load,4.57
3/1/2018 6:45,4.54,0,0,71.25,100,24300,Weekday,Light_Load,4.61
3/1/2018 7:00,4.28,0,0,72.76,100,25200,Weekday,Light_Load,4.54
3/1/2018 7:15,4.18,0,0,72.96,100,26100,Weekday,Light_Load,4.46
3/1/2018 7:30,4.25,0,0,82.14,100,27000,Weekday,Light_Load,6.12
3/1/2018 7:45,4.68,0,0,86.09,100,27900,Weekday,Light_Load,7.92
3/1/2018 8:00,4.36,0,0,91.02,100,28800,Weekday,Light_Load,9.58
3/1/2018 8:15,21.56,0,0.02,86.41,100,29700,Weekday,Light_Load,37.01
3/1/2018 8:30,35.86,0,0.03,90.13,100,30600,Weekday,Light_Load,74.59
3/1/2018 8:45,53.32,0,0.05,89.9,100,31500,Weekday,Light_Load,109.48
3/1/2018 9:00,31.82,0,0.05,95.71,100,32400,Weekday,Light_Load,105.08
3/1/2018 9:15,41.26,0,0.06,94.71,100,33300,Weekday,Medium_Load,121.79
3/1/2018 9:30,30.24,0,0.05,96.68,100,34200,Weekday,Medium_Load,114.48
3/1/2018 9:45,21.96,0,0.03,95.89,100,35100,Weekday,Medium_Load,74.2
3/1/2018 10:00,7.13,0.04,0.02,99.15,100,36000,Weekday,Medium_Load,54.32
3/1/2018 10:15,25.06,0,0.03,94.87,100,36900,Weekday,Maximum_Load,75.17
3/1/2018 10:30,12.24,0,0.03,97.85,100,37800,Weekday,Maximum_Load,58.07
3/1/2018 10:45,15.08,0,0.03,97.56,100,38700,Weekday,Maximum_Load,67.03
3/1/2018 11:00,31.64,0.04,0.03,92.06,100,39600,Weekday,Maximum_Load,74.59
3/1/2018 11:15,23.9,0,0.03,92.36,100,40500,Weekday,Maximum_Load,57.56
3/1/2018 11:30,48.06,0,0.04,85.32,100,41400,Weekday,Maximum_Load,78.62
3/1/2018 11:45,44.17,0,0.03,84.28,100,42300,Weekday,Maximum_Load,69.16
3/1/2018 12:00,44.78,0,0.03,85.57,100,43200,Weekday,Maximum_Load,74.05
3/1/2018 12:15,0.5,20.45,0.01,99.9,48.27,44100,Weekday,Medium_Load,11.27
3/1/2018 12:30,0,26.21,0,100,29.89,45000,Weekday,Medium_Load,8.21
3/1/2018 12:45,0,25.56,0,100,30.34,45900,Weekday,Medium_Load,8.14
3/1/2018 13:00,0,25.74,0,100,28.66,46800,Weekday,Medium_Load,7.7
3/1/2018 13:15,21.38,6.08,0.02,92.29,99.3,47700,Weekday,Medium_Load,51.26
3/1/2018 13:30,13.64,0,0.02,96.81,100,48600,Weekday,Medium_Load,52.7
3/1/2018 13:45,17.24,0,0.03,95.55,100,49500,Weekday,Medium_Load,55.84
3/1/2018 14:00,17.32,0,0.03,95.71,100,50400,Weekday,Medium_Load,57.2
3/1/2018 14:15,30.6,0,0.04,92.86,100,51300,Weekday,Medium_Load,76.57
3/1/2018 14:30,20.45,0,0.03,94.83,100,52200,Weekday,Medium_Load,61.13
3/1/2018 14:45,26.42,0,0.03,92.98,100,53100,Weekday,Medium_Load,66.74
3/1/2018 15:00,16.42,0,0.03,95.93,100,54000,Weekday,Medium_Load,55.8
3/1/2018 15:15,18.25,0,0.03,95.31,100,54900,Weekday,Medium_Load,57.46
3/1/2018 15:30,28.08,0,0.03,93.04,100,55800,Weekday,Medium_Load,71.28
3/1/2018 15:45,28.62,0,0.03,93.13,100,56700,Weekday,Medium_Load,73.15
3/1/2018 16:00,25.81,0,0.03,93.66,100,57600,Weekday,Medium_Load,68.98
3/1/2018 16:15,27.79,0,0.04,95.05,100,58500,Weekday,Medium_Load,85
3/1/2018 16:30,41.9,0,0.05,94.1,100,59400,Weekday,Medium_Load,116.53
3/1/2018 16:45,39.06,0,0.05,94.98,100,60300,Weekday,Medium_Load,118.62
3/1/2018 17:00,35.64,0,0.05,94.7,100,61200,Weekday,Medium_Load,105.05
3/1/2018 17:15,52.96,0,0.06,93.57,100,62100,Weekday,Maximum_Load,140.51
3/1/2018 17:30,41.15,0,0.05,94.06,100,63000,Weekday,Maximum_Load,114.01
3/1/2018 17:45,39.2,0,0.06,95.48,100,63900,Weekday,Maximum_Load,125.96
3/1/2018 18:00,13.25,1.69,0.03,98.42,99.97,64800,Weekday,Maximum_Load,73.62
3/1/2018 18:15,12.74,0.54,0.02,94.33,99.99,65700,Weekday,Maximum_Load,36.22
3/1/2018 18:30,18.43,0,0.02,90.75,100,66600,Weekday,Maximum_Load,39.82
3/1/2018 18:45,4.18,1.94,0.02,99.37,99.86,67500,Weekday,Maximum_Load,37.08
3/1/2018 19:00,5.47,0.18,0.02,99.2,100,68400,Weekday,Maximum_Load,42.98
3/1/2018 19:15,0.86,1.58,0.02,99.97,99.91,69300,Weekday,Maximum_Load,37.94
3/1/2018 19:30,3.74,0.79,0.02,99.56,99.98,70200,Weekday,Maximum_Load,39.71
3/1/2018 19:45,5.69,0.18,0.02,99.14,100,71100,Weekday,Maximum_Load,43.2
3/1/2018 20:00,1.19,1.66,0.02,99.95,99.9,72000,Weekday,Maximum_Load,37.33
3/1/2018 20:15,5.62,0.54,0.02,99.07,99.99,72900,Weekday,Medium_Load,41
3/1/2018 20:30,2.88,1.22,0.02,99.7,99.95,73800,Weekday,Medium_Load,37.3
3/1/2018 20:45,2.02,6.98,0.02,99.81,97.8,74700,Weekday,Medium_Load,32.72
3/1/2018 21:00,0,23.83,0,100,38.13,75600,Weekday,Medium_Load,9.83
3/1/2018 21:15,0,24.8,0,100,30.56,76500,Weekday,Medium_Load,7.96
3/1/2018 21:30,0,26.82,0,100,19.88,77400,Weekday,Medium_Load,5.44
3/1/2018 21:45,0,26.78,0,100,18.74,78300,Weekday,Medium_Load,5.11
3/1/2018 22:00,0,26.78,0,100,18.99,79200,Weekday,Medium_Load,5.18
3/1/2018 22:15,1.91,15.16,0,93.34,31.15,80100,Weekday,Maximum_Load,4.97
3/1/2018 22:30,5.26,0,0,67.02,100,81000,Weekday,Maximum_Load,4.75
3/1/2018 22:45,5.15,0,0,66.94,100,81900,Weekday,Maximum_Load,4.64
3/1/2018 23:00,4.97,0,0,68.24,100,82800,Weekday,Maximum_Load,4.64
3/1/2018 23:15,4.39,0,0,73.22,100,83700,Weekday,Light_Load,4.72
3/1/2018 23:30,4.25,0,0,73.52,100,84600,Weekday,Light_Load,4.61
3/1/2018 23:45,4.43,0,0,71.8,100,85500,Weekday,Light_Load,4.57
3/1/2018 0:00,4.5,0,0,71.25,100,0,Weekday,Light_Load,4.57
4/1/2018 0:15,4.57,0,0,71.02,100,900,Weekday,Light_Load,4.61
4/1/2018 0:30,4.57,0,0,71.25,100,1800,Weekday,Light_Load,4.64
4/1/2018 0:45,4.68,0,0,70.41,100,2700,Weekday,Light_Load,4.64
4/1/2018 1:00,4.79,0,0,69.34,100,3600,Weekday,Light_Load,4.61
4/1/2018 1:15,4.64,0,0,70.48,100,4500,Weekday,Light_Load,4.61
4/1/2018 1:30,4.93,0,0,68.3,100,5400,Weekday,Light_Load,4.61
4/1/2018 1:45,4.64,0,0,71.01,100,6300,Weekday,Light_Load,4.68
4/1/2018 2:00,4.79,0,0,69.58,100,7200,Weekday,Light_Load,4.64
4/1/2018 2:15,4.75,0,0,69.65,100,8100,Weekday,Light_Load,4.61
4/1/2018 2:30,4.9,0,0,68.76,100,9000,Weekday,Light_Load,4.64
4/1/2018 2:45,4.9,0,0,68.52,100,9900,Weekday,Light_Load,4.61
4/1/2018 3:00,4.93,0,0,68.85,100,10800,Weekday,Light_Load,4.68
4/1/2018 3:15,5,0,0,68.34,100,11700,Weekday,Light_Load,4.68
4/1/2018 3:30,4.86,0,0,68.82,100,12600,Weekday,Light_Load,4.61
4/1/2018 3:45,4.86,0,0,68.82,100,13500,Weekday,Light_Load,4.61
4/1/2018 4:00,5.15,0,0,67.25,100,14400,Weekday,Light_Load,4.68
4/1/2018 4:15,4.72,0,0,69.87,100,15300,Weekday,Light_Load,4.61
4/1/2018 4:30,4.72,0,0,70.1,100,16200,Weekday,Light_Load,4.64
4/1/2018 4:45,4.54,0,0,71.48,100,17100,Weekday,Light_Load,4.64
4/1/2018 5:00,4.64,0,0,70.48,100,18000,Weekday,Light_Load,4.61
4/1/2018 5:15,4.5,0,0,71.56,100,18900,Weekday,Light_Load,4.61
4/1/2018 5:30,4.5,0,0,71.79,100,19800,Weekday,Light_Load,4.64
4/1/2018 5:45,4.39,0,0,72.42,100,20700,Weekday,Light_Load,4.61
4/1/2018 6:00,4.54,0,0,71.25,100,21600,Weekday,Light_Load,4.61
